rdkit_library_standard_inchi_key,protein_name,Compound-protein pairs,Unique compound–Mu-type opioid receptor pairs:,% MOR compound-target-pairs,,rdkit_parent_structure_inchi_key,Unique_single_fragment_structures,,Column Names,Statistics Label,Statistics,Totals,,,,,,,
OZMMGQIVASFHMT-ZNHAZFDGSA-N,Delta-type opioid receptor,,,,,CMXMFMTUSBCGOU-UHFFFAOYSA-N,,,,,,,,,,,,,
CDXIWSABSXHQPA-APIUDFROSA-N,Kappa-type opioid receptor,,,,,NNNWDEHPSFTYBY-UHFFFAOYSA-N,,,,,,,,,,,,,
NGDWGFGKTHXWNQ-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,PWXLLCXDDUKGRD-UHFFFAOYSA-N,,,,,,,,,,,,,
NGDWGFGKTHXWNQ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,QMTNXMVVCCWUFO-KYCCWIIHSA-N,,,,,,,,,,,,,
NGDWGFGKTHXWNQ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,ZEICZJPLEPSFTQ-LEOMRAHMSA-N,,,,,,,,,,,,,
SWVFJCJLDYRSES-WIYYLYMNSA-N,Kappa-type opioid receptor,,,,,GBZWEJDRTZPHRK-GVOMISRNSA-N,,,,,,,,,,,,,
ZGKLZGMAGDHXEN-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,RIMTXZIUOVDSSA-JLXZXSBASA-N,,,,,,,,,,,,,
ZGKLZGMAGDHXEN-UHFFFAOYSA-N,Opioid receptor (unselective),,,,,ISXFTRWXVQNDLR-UHFFFAOYSA-N,,,,,,,,,,,,,
YWQHZAFCJGFSEL-UHFFFAOYSA-O,Kappa-type opioid receptor,,,,,MSNYNFVPPNZWBS-UHFFFAOYSA-N,,,,,,,,,,,,,
YWQHZAFCJGFSEL-UHFFFAOYSA-O,Opioid receptor (unselective),,,,,HFPPAYPHTDOEGL-KOUNCHBCSA-N,,,,,,,,,,,,,
HPNHWZNCWSYZOV-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,QKTRBTWYSXCKTF-HUHVMKPBSA-N,,,,,,,,,,,,,
HPNHWZNCWSYZOV-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,ZBXWZLGBCKBMLA-UHFFFAOYSA-N,,,,,,,,,,,,,
RKYIVQNLDQEZRZ-VWUFSNCOSA-N,Kappa-type opioid receptor,,,,,BQOHCFQFDMHPBD-IFKAHUTRSA-N,,,,,,,,,,,,,
GOJXTKYLQRQDGD-BDHQYJNSSA-N,Kappa-type opioid receptor,,,,,USWUHUMBTVHBPD-FUDKSRODSA-N,,,,,,,,,,,,,
MMQKLOZOSNBOMG-XKSFVOKXSA-N,Mu-type opioid receptor,,,,,BHXTYLLOXRKFJS-UHFFFAOYSA-N,,,,,,,,,,,,,
LQONTWOLVITUJY-CYEXQSGMSA-N,Mu-type opioid receptor,,,,,VIUMBTWVJUSUQB-UHFFFAOYSA-N,,,,,,,,,,,,,
DCKZVPWLIXBUCF-JXHXNGGNSA-N,Mu-type opioid receptor,,,,,JUNLAJSELSMNNJ-XZOQPEGZSA-N,,,,,,,,,,,,,
FXFKPMGUMYHNAD-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,GNCCHLCPNRXYPS-UHFFFAOYSA-N,,,,,,,,,,,,,
FXFKPMGUMYHNAD-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,MGSQVKPJFDAIBR-XLLGSVMPSA-N,,,,,,,,,,,,,
FXFKPMGUMYHNAD-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,IHRCRJPSYSWXEH-FKLDJIBQSA-N,,,,,,,,,,,,,
JEMCPFWOAWEARU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,QULFSXXDFAAEIP-JJKBQAIRSA-N,,,,,,,,,,,,,
JEMCPFWOAWEARU-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,YCKPFIZUVGRVLD-UHFFFAOYSA-N,,,,,,,,,,,,,
JEMCPFWOAWEARU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,NSDOLJZXPOIJLJ-UHFFFAOYSA-N,,,,,,,,,,,,,
HTAYRDXHIXFQRU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,XTJAWYNXRXRTMU-UHFFFAOYSA-N,,,,,,,,,,,,,
MEIKCNSXEAPYGM-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,AEKVLGLTXHMUPW-UHFFFAOYSA-N,,,,,,,,,,,,,
MEIKCNSXEAPYGM-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,IXPHHHSWTVEWTP-VWUQPSBSSA-N,,,,,,,,,,,,,
FARHIIJFUHOBIH-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,WBYJCJOWYPMKDX-UQWUFBTJSA-N,,,,,,,,,,,,,
FARHIIJFUHOBIH-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,GUIZSHZGBWRXCY-UHFFFAOYSA-N,,,,,,,,,,,,,
FARHIIJFUHOBIH-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,XZVUWHKJPBDVIT-UHFFFAOYSA-N,,,,,,,,,,,,,
IAJRQPVDELSPGT-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,IKBFUMQNTMWCJI-UHFFFAOYSA-N,,,,,,,,,,,,,
IAJRQPVDELSPGT-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,HPLBEWFHWQSGMS-UHFFFAOYSA-N,,,,,,,,,,,,,
IAJRQPVDELSPGT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,DQTLFRUYXNXMTE-UHFFFAOYSA-N,,,,,,,,,,,,,
YWGYOBHYPGNKAP-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,JMVNKFRXSAUTBR-LJEHJJIFSA-N,,,,,,,,,,,,,
YWGYOBHYPGNKAP-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,UEKIYVKPQNKSDI-UHFFFAOYSA-N,,,,,,,,,,,,,
YWGYOBHYPGNKAP-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,ZVWINNTVUYULMY-UHFFFAOYSA-N,,,,,,,,,,,,,
RUKSKNXOEXKBPC-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,KLWASKREVYRVHL-UHFFFAOYSA-N,,,,,,,,,,,,,
RUKSKNXOEXKBPC-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,CDJRHRPFKCSONV-UHFFFAOYSA-N,,,,,,,,,,,,,
RUKSKNXOEXKBPC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,FRDUPITUKOIMGG-XTQVGHSUSA-N,,,,,,,,,,,,,
GBQBCAWPXMRGMT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,LOHZCUIHMWMCRJ-DKZVUGQWSA-N,,,,,,,,,,,,,
GBQBCAWPXMRGMT-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,TXZQLIIAZDRDKP-UHFFFAOYSA-N,,,,,,,,,,,,,
GBQBCAWPXMRGMT-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,JLEWJCSGAOAYEV-JIHKUPKKSA-N,,,,,,,,,,,,,
LGAFQVJAALNXTN-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,GSTKWFNMZZTSTC-CQYSDJOUSA-N,,,,,,,,,,,,,
LGAFQVJAALNXTN-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,PGOSSZHNOLKPGE-UHFFFAOYSA-N,,,,,,,,,,,,,
LGAFQVJAALNXTN-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,HDZZVBSQIZPFRO-LLSMSMPGSA-N,,,,,,,,,,,,,
OQBZXQKRSGAFQD-FERBBOLQSA-N,Mu-type opioid receptor,,,,,NSQSBDZVBDVMKE-UNXIXJCVSA-N,,,,,,,,,,,,,
OQBZXQKRSGAFQD-FERBBOLQSA-N,Delta-type opioid receptor,,,,,AJBWZNMIEOMJCC-OYUWMTPXSA-N,,,,,,,,,,,,,
OQBZXQKRSGAFQD-FERBBOLQSA-N,Kappa-type opioid receptor,,,,,CHVXTEQDNHHDKN-VQCQRNETSA-N,,,,,,,,,,,,,
KNCBSNHJLTZIPK-VXECKQGCSA-N,Mu-type opioid receptor,,,,,DQFWYJXDMRJLRG-HXUWFJFHSA-N,,,,,,,,,,,,,
XNYZNBPSFSIZKH-SFTDATJTSA-N,Kappa-type opioid receptor,,,,,FFTBXBGJNXJGQT-NVSKSXHLSA-N,,,,,,,,,,,,,
NCEOCJNOBUWLGC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,GDFBPHMKQXUQTN-UHFFFAOYSA-N,,,,,,,,,,,,,
ZJJJQCGQCRZOBG-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,DSCWBCYOOWFVSG-RUFWPDMESA-N,,,,,,,,,,,,,
URGAVVVNIXRWJX-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,AJBWZNMIEOMJCC-ZONZVBGPSA-N,,,,,,,,,,,,,
NSWBJPTXKZWEHU-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,YKQJLBLGOMMPIG-UBFVSLLYSA-N,,,,,,,,,,,,,
HWEZMDZRYSNGGK-YLJYHZDGSA-N,Kappa-type opioid receptor,,,,,KJFHGLXEDWDISS-JQXFEWAVSA-N,,,,,,,,,,,,,
NLJSDKXZHNIGBT-JOCHJYFZSA-N,Mu-type opioid receptor,,,,,HJOBXPKFHZMZKC-QGDFBMQFSA-N,,,,,,,,,,,,,
NLJSDKXZHNIGBT-JOCHJYFZSA-N,Delta-type opioid receptor,,,,,AVWCTYGZQSFPNB-XKXSCJQESA-N,,,,,,,,,,,,,
NLJSDKXZHNIGBT-JOCHJYFZSA-N,Kappa-type opioid receptor,,,,,RILOSWLLMCBDRY-NXWOHDESSA-N,,,,,,,,,,,,,
MEKGZWQTRCXAFN-OAQYLSRUSA-N,Delta-type opioid receptor,,,,,ONJTWDURXBBJFB-HJUABUFYSA-N,,,,,,,,,,,,,
MEKGZWQTRCXAFN-OAQYLSRUSA-N,Mu-type opioid receptor,,,,,ODTMIQLSFIYVKL-LKAHNZHJSA-N,,,,,,,,,,,,,
OVZWUDZIAAHNFG-HXUWFJFHSA-N,Delta-type opioid receptor,,,,,CSGJMLCZAJLFNE-RLCVKPOZSA-N,,,,,,,,,,,,,
OVZWUDZIAAHNFG-HXUWFJFHSA-N,Mu-type opioid receptor,,,,,ZMHVAOXESZIRMD-PABBMQRISA-N,,,,,,,,,,,,,
XFSTYCGZQPEHNM-JOCHJYFZSA-N,Delta-type opioid receptor,,,,,RXFNRHPTRYNNHU-XSGLBDKUSA-N,,,,,,,,,,,,,
XFSTYCGZQPEHNM-JOCHJYFZSA-N,Mu-type opioid receptor,,,,,RMBOAPKGNMIISA-RLCVKPOZSA-N,,,,,,,,,,,,,
XFSTYCGZQPEHNM-JOCHJYFZSA-N,Kappa-type opioid receptor,,,,,PZMTYGJNNWWEPB-PABBMQRISA-N,,,,,,,,,,,,,
MFOJFLGOVDOOCY-FDDCHVKYSA-N,Kappa-type opioid receptor,,,,,XJGGZLIZQGVOJW-PABBMQRISA-N,,,,,,,,,,,,,
MFOJFLGOVDOOCY-FDDCHVKYSA-N,Delta-type opioid receptor,,,,,VUBDLMOLGQFYGR-BCTJHDQDSA-N,,,,,,,,,,,,,
DZGPHYIVALBCKJ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,LHLAXEAGBQYMEN-PABBMQRISA-N,,,,,,,,,,,,,
DZGPHYIVALBCKJ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,ODTMIQLSFIYVKL-BCTJHDQDSA-N,,,,,,,,,,,,,
DZGPHYIVALBCKJ-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,IPYZMPLCYMKLQH-PABBMQRISA-N,,,,,,,,,,,,,
IOMBTJHDNAUCSO-HSZRJFAPSA-N,Delta-type opioid receptor,,,,,QDQSTYHOVRSMDC-PABBMQRISA-N,,,,,,,,,,,,,
IOMBTJHDNAUCSO-HSZRJFAPSA-N,Kappa-type opioid receptor,,,,,RXFNRHPTRYNNHU-PABBMQRISA-N,,,,,,,,,,,,,
IOMBTJHDNAUCSO-HSZRJFAPSA-N,Mu-type opioid receptor,,,,,BJIZSNKTBYAOCG-BKXMBWNOSA-N,,,,,,,,,,,,,
FLYRXCNXLCRKKO-LEWJYISDSA-N,Kappa-type opioid receptor,,,,,BJIZSNKTBYAOCG-ZXHYAQOVSA-N,,,,,,,,,,,,,
FLYRXCNXLCRKKO-LEWJYISDSA-N,Delta-type opioid receptor,,,,,OEGLFKRSUMLJAB-UHFFFAOYSA-N,,,,,,,,,,,,,
FLYRXCNXLCRKKO-LEWJYISDSA-N,Mu-type opioid receptor,,,,,XDUKMBHKWSHCDI-ACDBMABISA-N,,,,,,,,,,,,,
PFHDARYVMUYSDL-JOCHJYFZSA-N,Mu-type opioid receptor,,,,,SSGWYKGZPWBEGP-JOCHJYFZSA-N,,,,,,,,,,,,,
PFHDARYVMUYSDL-JOCHJYFZSA-N,Kappa-type opioid receptor,,,,,DSNJRMOEDFVDJX-NTKQXJQSSA-N,,,,,,,,,,,,,
PFHDARYVMUYSDL-JOCHJYFZSA-N,Delta-type opioid receptor,,,,,ZJASEBSULXBDDN-YSLOLIGCSA-N,,,,,,,,,,,,,
HLZPUXJHOJGNRM-FCHUYYIVSA-N,Delta-type opioid receptor,,,,,MJQQGPAZUMCRLT-NLDXTBRHSA-N,,,,,,,,,,,,,
HLZPUXJHOJGNRM-FCHUYYIVSA-N,Mu-type opioid receptor,,,,,JHIVGPMFOXNKOF-VBHJYAQWSA-N,,,,,,,,,,,,,
HLZPUXJHOJGNRM-FCHUYYIVSA-N,Kappa-type opioid receptor,,,,,PWIAYFWDZXCTLH-VBHJYAQWSA-N,,,,,,,,,,,,,
XLNBMFNKGUOEFO-SQJKUQPUSA-N,Delta-type opioid receptor,,,,,QMFFCYDQVJUDBI-HVUWTQPRSA-N,,,,,,,,,,,,,
CGGYRECKAHVGKU-WUFINQPMSA-N,Delta-type opioid receptor,,,,,XGZZHZMWIXFATA-QHDQMWQDSA-N,,,,,,,,,,,,,
CGGYRECKAHVGKU-WUFINQPMSA-N,Mu-type opioid receptor,,,,,CWFMTHRKTLKOGU-UEGMBDGXSA-N,,,,,,,,,,,,,
RFTFWKNANMTQDF-AHKZPQOWSA-N,Mu-type opioid receptor,,,,,YKHXIOLVCGUEDM-HVUWTQPRSA-N,,,,,,,,,,,,,
RFTFWKNANMTQDF-AHKZPQOWSA-N,Delta-type opioid receptor,,,,,MRHCIINEVDJAOZ-ZONZVBGPSA-N,,,,,,,,,,,,,
RFTFWKNANMTQDF-AHKZPQOWSA-N,Kappa-type opioid receptor,,,,,RNTPEWHLIMLKSF-UHFFFAOYSA-N,,,,,,,,,,,,,
YGDNZEQEQWCWEU-AHKZPQOWSA-N,Delta-type opioid receptor,,,,,OTVDTTAKAMCEFZ-JKSUJKDBSA-N,,,,,,,,,,,,,
YGDNZEQEQWCWEU-AHKZPQOWSA-N,Mu-type opioid receptor,,,,,YVCWQBDLRHZINM-PSTIANMPSA-N,,,,,,,,,,,,,
CYJVECUASMVXNS-FCSVXRKUSA-N,Mu-type opioid receptor,,,,,PGZRDDYTKFZSFR-JAXLGGSGSA-N,,,,,,,,,,,,,
YVSJJZSJQLXGBW-YCULYRLHSA-N,Kappa-type opioid receptor,,,,,PGJPPWQHDNODBR-ONTIZHBOSA-N,,,,,,,,,,,,,
AEJOEPSMZCEYJN-HXUWFJFHSA-N,Mu-type opioid receptor,,,,,KBKTWSOCLDXSQT-OSLYBJCVSA-N,,,,,,,,,,,,,
AEJOEPSMZCEYJN-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,VXIVRXFVALQQLI-VQTJNVASSA-N,,,,,,,,,,,,,
AEJOEPSMZCEYJN-HXUWFJFHSA-N,Delta-type opioid receptor,,,,,BLMDGUGNBCFZME-FCHUYYIVSA-N,,,,,,,,,,,,,
OJPHNZCUXUUVKU-JAXOOIEVSA-N,Kappa-type opioid receptor,,,,,SDBHDSGCDUMYDF-PZJWPPBQSA-N,,,,,,,,,,,,,
VLUBSONQHCTUPR-XZOQPEGZSA-N,Kappa-type opioid receptor,,,,,CZRUZDAXOWSVEH-RBBKRZOGSA-N,,,,,,,,,,,,,
VLUBSONQHCTUPR-XZOQPEGZSA-N,Delta-type opioid receptor,,,,,PNUSEQHIMPKTMN-UHFFFAOYSA-N,,,,,,,,,,,,,
VLUBSONQHCTUPR-XZOQPEGZSA-N,Mu-type opioid receptor,,,,,CSMVOZKEWSOFER-RQNOJGIXSA-N,,,,,,,,,,,,,
QHKVIUNOCQLNNO-BJKOFHAPSA-N,Kappa-type opioid receptor,,,,,KFKGRKGKOJKTPF-RQNOJGIXSA-N,,,,,,,,,,,,,
QHKVIUNOCQLNNO-BJKOFHAPSA-N,Delta-type opioid receptor,,,,,PICPCIFZWHBKPD-RQNOJGIXSA-N,,,,,,,,,,,,,
QHKVIUNOCQLNNO-BJKOFHAPSA-N,Mu-type opioid receptor,,,,,GKKDBSVWRIIQDJ-SAIGFBBZSA-N,,,,,,,,,,,,,
KWOOBZQKQHYUGT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,KNUSHZZSYZIYLV-CYBMUJFWSA-N,,,,,,,,,,,,,
YRWWZNCXCQAWEQ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,YHOCGQJMUGVVGJ-UHFFFAOYSA-N,,,,,,,,,,,,,
NJNMSBQJBJTUPG-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,ZUUSQINWWMDMMW-UHFFFAOYSA-N,,,,,,,,,,,,,
FJDBPGWRMHOMAZ-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,SGLYTKUAFQGFJG-UHFFFAOYSA-N,,,,,,,,,,,,,
ZJPMUKPFGLTOJI-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,HXDNLAHUQMGSAY-XTQVGHSUSA-N,,,,,,,,,,,,,
RAWMDYPMBWXMLV-OAQYLSRUSA-N,Kappa-type opioid receptor,,,,,ILPANLYEJQKXKY-UHFFFAOYSA-N,,,,,,,,,,,,,
NATBLDPQEITINA-JOCHJYFZSA-N,Kappa-type opioid receptor,,,,,GDUCKRLNGMKIKI-UHFFFAOYSA-N,,,,,,,,,,,,,
LCMCIGAXNWMJSW-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,RZDUOQROGWWVSU-UHFFFAOYSA-N,,,,,,,,,,,,,
VHMUYMXYLKCHNV-JOCHJYFZSA-N,Kappa-type opioid receptor,,,,,LUMVBXIWHDSGJT-DQZJYOMRSA-N,,,,,,,,,,,,,
LOWHYEVMLNYNLM-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,CYOAKAJZFCMXHY-UHFFFAOYSA-N,,,,,,,,,,,,,
LVQQMUZNNNCVGV-AREMUKBSSA-N,Kappa-type opioid receptor,,,,,YIZANQZQNWTPOP-UHFFFAOYSA-N,,,,,,,,,,,,,
LVQQMUZNNNCVGV-AREMUKBSSA-N,Mu-type opioid receptor,,,,,AMXGKMSRYLZAEO-YHBQERECSA-N,,,,,,,,,,,,,
LVQQMUZNNNCVGV-AREMUKBSSA-N,Delta-type opioid receptor,,,,,MVNIBXTXVYCLEI-RFTKNZGOSA-N,,,,,,,,,,,,,
PUAPBDKIOINQTP-HXUWFJFHSA-N,Kappa-type opioid receptor,,,,,MVNIBXTXVYCLEI-IFKAHUTRSA-N,,,,,,,,,,,,,
PUAPBDKIOINQTP-HXUWFJFHSA-N,Mu-type opioid receptor,,,,,XWJTXBHPUSSJAU-JTQLQIEISA-N,,,,,,,,,,,,,
PUAPBDKIOINQTP-HXUWFJFHSA-N,Delta-type opioid receptor,,,,,YECFXTYKISJUAQ-UHFFFAOYSA-N,,,,,,,,,,,,,
QHBZVLDXKCSSNW-VQTJNVASSA-N,Delta-type opioid receptor,,,,,TUCMKNSLNAOLIZ-BTPDRXCOSA-N,,,,,,,,,,,,,
QHBZVLDXKCSSNW-VQTJNVASSA-N,Mu-type opioid receptor,,,,,XQTCPDAMWIGNQG-KTLUODIZSA-N,,,,,,,,,,,,,
QHBZVLDXKCSSNW-VQTJNVASSA-N,Kappa-type opioid receptor,,,,,JRSDTDHTWWDFQP-UHFFFAOYSA-N,,,,,,,,,,,,,
QPMLJPMWNURBDC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,QKFLNPYMNMJADC-NXASZBTQSA-N,,,,,,,,,,,,,
MHCFBHSRMGVXJO-FTJBHMTQSA-N,Kappa-type opioid receptor,,,,,TXYHVHRAQHKCHR-LMDOGRNLSA-N,,,,,,,,,,,,,
QZRGMVAIBSBSTK-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,YDPDYJPVIDRZBN-LMDOGRNLSA-N,,,,,,,,,,,,,
SKXWCOZMJNQGQP-QHEXFSSWSA-N,Mu-type opioid receptor,,,,,VCZKRKGJSSFJER-CJBINXEXSA-N,,,,,,,,,,,,,
GTTLNEWKHRVGCY-BCDXTJNWSA-N,Mu-type opioid receptor,,,,,UFSBESMXMNBZHB-BQRPEJFJSA-N,,,,,,,,,,,,,
ZLGWYJASQNICIN-QEIWAGNOSA-N,Mu-type opioid receptor,,,,,SHNLAVNKNFYRDC-YKYMNFOOSA-N,,,,,,,,,,,,,
PACSMIQKJYSAAX-GGPHIMKMSA-N,Mu-type opioid receptor,,,,,YYSCTYIWGJPHIQ-OUDZLNJNSA-N,,,,,,,,,,,,,
TYLQNPVGILBSQQ-REPLKXPHSA-N,Mu-type opioid receptor,,,,,AQMQWKFSMIRRJA-OGICNVKRSA-N,,,,,,,,,,,,,
TYLQNPVGILBSQQ-REPLKXPHSA-N,Kappa-type opioid receptor,,,,,ITSPWZHKWYXOCV-UHFFFAOYSA-N,,,,,,,,,,,,,
TYLQNPVGILBSQQ-REPLKXPHSA-N,Delta-type opioid receptor,,,,,KIBALXBELNWKRK-IYOUNJFTSA-N,,,,,,,,,,,,,
RNSCIRIAXYVNLI-ACDBMABISA-N,Mu-type opioid receptor,,,,,IWTNZBURNLPQET-UHFFFAOYSA-N,,,,,,,,,,,,,
ANZNNONCPKQWNN-WKCHPHFGSA-N,Mu-type opioid receptor,,,,,HDRKKGULQPRYBL-TUACAJSNSA-N,,,,,,,,,,,,,
ADHVGVWDKXMVQG-BCDXTJNWSA-N,Mu-type opioid receptor,,,,,PIWYCCOPQBGXEH-QPTUXGOLSA-N,,,,,,,,,,,,,
FUUUXOAXWYRZII-GFZZCLOPSA-N,Mu-type opioid receptor,,,,,POYRSGAKCBVQQE-JOCHJYFZSA-N,,,,,,,,,,,,,
YERPMCNHCLFPQB-MZNYFNKISA-N,Mu-type opioid receptor,,,,,POYRSGAKCBVQQE-QFIPXVFZSA-N,,,,,,,,,,,,,
BIERCEDZMSILQZ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,SFNHWRUBLKGHQX-NMBNTWCXSA-N,,,,,,,,,,,,,
LCIRCKNBEUORRZ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,OUDYUUVZVNMOPP-SANMLTNESA-N,,,,,,,,,,,,,
AWIXXBJOLGROKM-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,KUVAOOWSSNDJIR-XAIDZZPMSA-N,,,,,,,,,,,,,
XYMVFRIDUJZHKD-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,LBSVQPOXQQAHDE-KOUNCHBCSA-N,,,,,,,,,,,,,
BRQREWHRZWXEGU-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,JJPNRJDIOHTAQZ-UHFFFAOYSA-N,,,,,,,,,,,,,
SXZYVROPHSTSRM-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,YJGQAUOQIDQXIT-UHFFFAOYSA-N,,,,,,,,,,,,,
VXVVVRIJRNZIKN-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,AKNQIOIQJXBDSP-NJNPRVFISA-N,,,,,,,,,,,,,
YLZVVCFAABRLNX-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,YGQWFAZFHVPQCH-RRMPHLOHSA-N,,,,,,,,,,,,,
CRRWFNHEPSGMEN-YFMAGHLDSA-N,Delta-type opioid receptor,,,,,VNFUBZPSBOVTPN-UHFFFAOYSA-N,,,,,,,,,,,,,
QBMAURDXLFDBNP-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,QHPKEJWCUQHXNL-UHFFFAOYSA-N,,,,,,,,,,,,,
UAGAIHFDFBAWLI-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,UFQCIXPQGNXIEB-RNOORVPFSA-N,,,,,,,,,,,,,
ZCIUDTXQLWEQBO-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,TWUUONUASYAYNH-UHFFFAOYSA-N,,,,,,,,,,,,,
HFXPIFNAGAJYQT-GGTCQWKLSA-N,Mu-type opioid receptor,,,,,LPPJWLCHFVAEHR-XMVWRQPZSA-N,,,,,,,,,,,,,
ZCNKPALYFZNAFQ-DBKRXAPLSA-N,Mu-type opioid receptor,,,,,KRIYYCXLEZZCFO-JJIKELEOSA-N,,,,,,,,,,,,,
ZCNKPALYFZNAFQ-ZCDMFCAKSA-N,Mu-type opioid receptor,,,,,IREVCLFNTSPJTR-XOSCKEEYSA-N,,,,,,,,,,,,,
WYRMURMGXPBULV-UWCBQFGESA-N,Mu-type opioid receptor,,,,,WQOZFGXCUSUYOX-KTNFDRHGSA-N,,,,,,,,,,,,,
XFBLLRZPZGBOCZ-UWCBQFGESA-N,Mu-type opioid receptor,,,,,VJSUXKGZVQRMNW-PIZTWGNASA-N,,,,,,,,,,,,,
LJSYLZCPANREEM-BLSNBFPRSA-N,Mu-type opioid receptor,,,,,GXJAXPIQTKTICI-UHFFFAOYSA-N,,,,,,,,,,,,,
KTAVXLZYDREVGZ-XZOQPEGZSA-N,Delta-type opioid receptor,,,,,KRIYYCXLEZZCFO-KTLUODIZSA-N,,,,,,,,,,,,,
KTAVXLZYDREVGZ-XZOQPEGZSA-N,Mu-type opioid receptor,,,,,AWASFRPNDANHSX-JTTXIWGLSA-N,,,,,,,,,,,,,
KTAVXLZYDREVGZ-XZOQPEGZSA-N,Kappa-type opioid receptor,,,,,XHADYSFCKSTFHR-KTNFDRHGSA-N,,,,,,,,,,,,,
CMQQVVSHAASTRM-NRJGBIRPSA-N,Mu-type opioid receptor,,,,,KMMPJTLXSZEWDK-VAZJWBNESA-N,,,,,,,,,,,,,
RGOFVQWZORFHTD-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,GQUAAJHEELJJGV-DGDULGEYSA-N,,,,,,,,,,,,,
RGOFVQWZORFHTD-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,QEUMZRGQWVOUCP-FPHSBRQASA-N,,,,,,,,,,,,,
ICVTXAUKIHJDGV-BXEHRHDKSA-N,Mu-type opioid receptor,,,,,JLMRSZXETXDEJC-JAFNVPGYSA-N,,,,,,,,,,,,,
ICVTXAUKIHJDGV-WFOQEEKOSA-N,Delta-type opioid receptor,,,,,NJGRAUIMWPFJGV-SSJILJQQSA-N,,,,,,,,,,,,,
ICVTXAUKIHJDGV-WFOQEEKOSA-N,Kappa-type opioid receptor,,,,,GBZWEJDRTZPHRK-XELDOGJXSA-N,,,,,,,,,,,,,
ICVTXAUKIHJDGV-WFOQEEKOSA-N,Mu-type opioid receptor,,,,,YYGPGGFPRRXHSI-VTRXWXBFSA-N,,,,,,,,,,,,,
ZZEVNYNMIVJANK-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,FJBSXKVLSXQXJV-MOFCITQGSA-N,,,,,,,,,,,,,
